ml_id,imdb_id,ml_title,imdb_title,ml_year,imdb_year,ml_genres,ml_genres_augment,imdb_genres,imdb_type,director,writer,actor,actress,cinematographer,composer,producer,editor,production_designer,archive_footage,archive_sound
2824,tt0181733,On the Ropes (1999),On the Ropes,1999,1999,['Documentary'],"['Documentary', 'Drama']","['Documentary', 'Drama', 'Sport']",movie,"['nm0123379', 'nm0605137']",,,['nm0235408'],,['nm0788640'],,['nm0048790'],,,
2825,tt0163185,Rosie (1998),Rosie,1998,1998,['Drama'],['Drama'],['Drama'],movie,['nm0870299'],,"['nm0740222', 'nm0927950']","['nm0178799', 'nm0211217']",['nm0887630'],['nm0661687'],['nm0518429'],['nm0873262'],,,
2826,tt0120657,"13th Warrior, The (1999)",The 13th Warrior,1999,1999,"['Action', 'Horror', 'Thriller']","['Action', 'Adventure', 'Fantasy']","['Action', 'Adventure', 'History']",movie,"['nm0001532', 'nm0000341']","['nm0936537', 'nm0507863']","['nm0000104', 'nm0832509', 'nm0474520']",['nm0893204'],,['nm0000025'],['nm0235684'],,,,
2827,tt0138304,"Astronaut's Wife, The (1999)",The Astronaut's Wife,1999,1999,"['Sci-Fi', 'Thriller']","['Horror', 'Sci-Fi', 'Thriller']","['Drama', 'Sci-Fi', 'Thriller']",movie,['nm0712444'],,"['nm0000136', 'nm0608012']","['nm0000234', 'nm0245112']",['nm0005679'],['nm0003392'],['nm0493662'],"['nm0592427', 'nm0023398']",,,
2828,tt0160236,Dudley Do-Right (1999),Dudley Do-Right,1999,1999,"[""Children's"", 'Comedy']","['Children', 'Comedy']","['Comedy', 'Family', 'Romance']",movie,['nm0933505'],['nm0911599'],"['nm0000409', 'nm0000547', 'nm0001385']",['nm0000572'],,['nm0006045'],"['nm0204862', 'nm0364787', 'nm0801972']",,,,
2829,tt0164108,"Muse, The (1999)",The Muse,1999,1999,"['Comedy', 'Drama']",['Comedy'],['Comedy'],movie,,['nm0569606'],"['nm0000983', 'nm0000313']","['nm0000232', 'nm0000510']",['nm0005630'],['nm0005056'],['nm0620720'],['nm0856249'],['nm0002969'],,
2830,tt0169145,Cabaret Balkan (Bure Baruta) (1998),Cabaret Balkan,1998,1998,['Drama'],['Drama'],"['Comedy', 'Drama']",movie,['nm0664607'],"['nm0241262', 'nm0202885', 'nm0028975']","['nm0073353', 'nm0104103', 'nm0226699', 'nm0322977']",,,['nm0799550'],['nm0166436'],,,,
2831,tt0160216,"Dog of Flanders, A (1999)",A Dog of Flanders,1999,1999,['Drama'],"['Children', 'Drama']","['Drama', 'Family']",movie,['nm0110903'],"['nm0653536', 'nm0802034']","['nm0912001', 'nm0457432', 'nm0416596', 'nm0000685']",,['nm0005698'],['nm0295349'],['nm0944747'],,,,
2832,tt0144286,"Lost Son, The (1999)",The Lost Son,1999,1999,['Drama'],['Drama'],"['Crime', 'Drama', 'Romance']",movie,['nm0579580'],"['nm0496226', 'nm0112127', 'nm0590105']",['nm0000809'],"['nm0000176', 'nm0001020', 'nm0219099']",,['nm0005975'],['nm0245493'],,,,
2833,tt0119586,Lucie Aubrac (1997),Lucie Aubrac,1997,1997,"['Romance', 'War']","['Romance', 'War']","['Biography', 'Drama', 'War']",movie,['nm0001945'],['nm0041373'],"['nm0000809', 'nm0161717', 'nm0098992']",['nm0000962'],['nm0544874'],['nm0006271'],,['nm0217959'],['nm0705799'],,
2834,tt0120747,"Very Thought of You, The (1998)",The Very Thought of You,1998,1998,"['Comedy', 'Romance']","['Comedy', 'Romance']","['Comedy', 'Romance']",movie,['nm0358327'],['nm0604948'],"['nm0001212', 'nm0001722', 'nm0390903']",['nm0005321'],['nm0424900'],['nm0790481'],['nm0549365'],['nm0103457'],,,
2835,tt0163579,Chill Factor (1999),Chill Factor,1999,1999,"['Action', 'Thriller']","['Action', 'Adventure', 'Comedy', 'Thriller']","['Action', 'Adventure', 'Comedy']",movie,['nm0425244'],"['nm0321178', 'nm0002461']","['nm0000421', 'nm0000240', 'nm0278752', 'nm0001601']",,,"['nm0001877', 'nm0694173']",['nm0732708'],,,,
2836,tt0125971,Outside Providence (1999),Outside Providence,1999,1999,['Comedy'],['Comedy'],"['Comedy', 'Drama', 'Romance']",movie,['nm0180912'],"['nm0268380', 'nm0125803']","['nm0004999', 'nm0000285', 'nm0094231']",['nm0005442'],['nm0003452'],['nm0592525'],['nm0277446'],,,,
2837,tt0126810,Bedrooms & Hallways (1998),Bedrooms and Hallways,1998,1998,"['Comedy', 'Romance']","['Comedy', 'Romance']","['Comedy', 'Romance']",movie,['nm0873266'],['nm0268138'],"['nm0571727', 'nm0001003', 'nm0642126']",['nm0334150'],,['nm1240088'],"['nm0078542', 'nm0120587', 'nm0218714']",,,,
2838,tt0125211,I Woke Up Early the Day I Died (1998),I Woke Up Early the Day I Died,1998,1998,['Comedy'],"['Comedy', 'Crime', 'Thriller']","['Comedy', 'Crime', 'Thriller']",movie,['nm0407737'],['nm0000248'],"['nm0000708', 'nm0000579', 'nm0338867']",['nm0001335'],['nm0057869'],['nm0343935'],['nm0360065'],['nm0233827'],,,
2839,tt0157183,West Beirut (West Beyrouth) (1998),West Beirut,1998,1998,['Drama'],['Drama'],"['Comedy', 'Drama', 'Romance']",movie,['nm0234780'],,"['nm0234779', 'nm3353014', 'nm0150124']",['nm0015635'],['nm0301900'],['nm0004841'],"['nm0098953', 'nm0117593']",['nm0545835'],,,
2840,tt0145531,Stigmata (1999),Stigmata,1999,1999,['Thriller'],"['Drama', 'Thriller']",['Horror'],movie,['nm0906548'],"['nm0493842', 'nm0707931']","['nm0000321', 'nm0000596']","['nm0000099', 'nm0000505']",,"['nm0004842', 'nm0006012']",['nm0541548'],,,,
2841,tt0164181,Stir of Echoes (1999),Stir of Echoes,1999,1999,['Thriller'],"['Horror', 'Mystery', 'Thriller']","['Horror', 'Mystery', 'Thriller']",movie,['nm0462895'],['nm0558577'],"['nm0000102', 'nm0178574']","['nm0002062', 'nm0001152']",['nm0002320'],['nm0006133'],"['nm0388788', 'nm0689780']",,,,
2842,tt0133412,Best Laid Plans (1999),Best Laid Plans,1999,1999,"['Crime', 'Drama']","['Crime', 'Drama']","['Crime', 'Drama', 'Thriller']",movie,['nm0054954'],['nm0341372'],"['nm0005273', 'nm0000982', 'nm0937566']",['nm0000702'],,,"['nm0601031', 'nm0047489', 'nm0066530', 'nm0339171']",,,,
2843,tt0118843,"Black Cat, White Cat (Crna macka, beli macor) (1998)","Black Cat, White Cat",1998,1998,"['Comedy', 'Romance']","['Comedy', 'Romance']","['Comedy', 'Crime', 'Romance']",movie,['nm0001437'],['nm0586235'],"['nm0786281', 'nm0865411', 'nm0014981']",['nm0441287'],,"['nm0816914', 'nm0032916', 'nm0438785']",['nm0062362'],,,,
2844,tt0151582,"Minus Man, The (1999)",The Minus Man,1999,1999,"['Drama', 'Mystery']","['Drama', 'Mystery']","['Crime', 'Drama', 'Mystery']",movie,['nm0266684'],['nm0566974'],"['nm0005562', 'nm0948267', 'nm0371660']",['nm0002028'],['nm0119785'],['nm0001937'],"['nm0041057', 'nm0124239']",,,,
2845,tt0178988,White Boys (1999),Whiteboyz,1999,1999,['Drama'],"['Comedy', 'Drama']","['Comedy', 'Drama']",movie,['nm0505660'],"['nm0067663', 'nm0833677']","['nm0387773', 'nm0005231', 'nm0916406']",['nm0005305'],['nm0071331'],,"['nm0450332', 'nm0842470']",,,,
2846,tt0097050,"Adventures of Milo and Otis, The (1986)",The Adventures of Milo and Otis,1986,1986,"[""Children's""]","['Adventure', 'Children', 'Comedy', 'Drama']","['Adventure', 'Drama', 'Family']",movie,['nm0368675'],['nm0759166'],['nm0001545'],['nm0463592'],,"['nm0757098', 'nm0090799']","['nm0435446', 'nm0644533']",,,,
2847,tt0031762,Only Angels Have Wings (1939),Only Angels Have Wings,1939,1939,['Drama'],"['Adventure', 'Drama', 'Romance']","['Adventure', 'Drama', 'Romance']",movie,['nm0001328'],"['nm0299154', 'nm0341178', 'nm0710299']","['nm0000026', 'nm0001932']","['nm0000795', 'nm0000028']",['nm0907900'],['nm0006323'],,,,,
2848,tt0045251,Othello (1952),Othello,1952,1951,['Drama'],['Drama'],"['Drama', 'History', 'Romance']",movie,,"['nm0000636', 'nm0755068']","['nm0000080', 'nm0533943', 'nm0178509']",['nm0167235'],"['nm0005660', 'nm0017622']","['nm0053523', 'nm0006164']",,,,,
2849,tt0102741,Queens Logic (1991),Queens Logic,1991,1991,"['Comedy', 'Drama']","['Comedy', 'Drama']","['Comedy', 'Drama']",movie,['nm0711114'],"['nm0819045', 'nm0767755']","['nm0000102', 'nm0000518', 'nm0001505']",['nm0000400'],,['nm0413690'],"['nm0645596', 'nm0809833']",,,,
2850,tt0107895,Public Access (1993),Public Access,1993,1993,"['Drama', 'Thriller']","['Drama', 'Thriller']","['Drama', 'Thriller']",movie,['nm0001741'],"['nm0003160', 'nm0234801']","['nm0549825', 'nm0930095', 'nm0719824']",['nm0402531'],['nm0424681'],['nm0653211'],['nm0463714'],,,,
2851,tt0079285,Saturn 3 (1979),Saturn 3,1980,1980,"['Adventure', 'Sci-Fi', 'Thriller']","['Sci-Fi', 'Thriller']","['Adventure', 'Horror', 'Sci-Fi']",movie,"['nm0002045', 'nm0058045']",['nm0025007'],"['nm0000018', 'nm0000172', 'nm0084042']",['nm0000396'],['nm0930119'],['nm0000930'],,['nm0546263'],,,
2852,tt0088146,"Soldier's Story, A (1984)",A Soldier's Story,1984,1984,['Drama'],['Drama'],"['Crime', 'Drama', 'Mystery']",movie,['nm0422484'],['nm0298191'],"['nm0738415', 'nm0128360', 'nm0262543', 'nm0004979']",,['nm0006570'],['nm0359372'],"['nm0658404', 'nm0777531']",,,,
2853,tt0076150,"Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977)","Alice, Sweet Alice",1976,1976,['Horror'],"['Horror', 'Mystery']","['Crime', 'Drama', 'Horror']",movie,['nm0812874'],['nm0728864'],['nm0573197'],"['nm0588817', 'nm0166931', 'nm0791974']",,['nm0493028'],['nm2298789'],['nm0758280'],['nm0492513'],,
2854,tt0069994,Don't Look in the Basement! (1973),Don't Look in the Basement,1973,1973,['Horror'],['Horror'],"['Horror', 'Thriller']",movie,['nm0115259'],"['nm0691193', 'nm0691194']","['nm0569183', 'nm0236639']","['nm0298479', 'nm0912852']",['nm0017303'],['nm0268139'],,['nm0136019'],,,
2855,tt0086014,Nightmares (1983),Nightmares,1983,1983,['Horror'],['Horror'],"['Horror', 'Sci-Fi']",movie,['nm0765121'],"['nm0189610', 'nm0089177']","['nm0483379', 'nm0416279']","['nm0707043', 'nm0634653']","['nm0278240', 'nm0226748']",['nm0006268'],,,,,
2856,tt0059297,I Saw What You Did (1965),I Saw What You Did,1965,1965,['Thriller'],['Thriller'],"['Crime', 'Horror', 'Thriller']",movie,['nm0145336'],"['nm0569423', 'nm0193571']","['nm0409869', 'nm0002063']","['nm0001076', 'nm0485542']",['nm0005657'],['nm0018788'],,['nm0117094'],,,
2857,tt0063823,Yellow Submarine (1968),Yellow Submarine,1968,1968,"['Animation', 'Musical']","['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Musical']","['Adventure', 'Animation', 'Comedy']",movie,['nm0242945'],"['nm0569534', 'nm0591543', 'nm0110771', 'nm0578859', 'nm0781777']","['nm0005200', 'nm0365600', 'nm0823592', 'nm0006168']",,,,,,,,
2858,tt0169547,American Beauty (1999),American Beauty,1999,1999,"['Comedy', 'Drama']","['Drama', 'Romance']",['Drama'],movie,['nm0005222'],['nm0050332'],"['nm0000228', 'nm0004747']","['nm0000906', 'nm0000301']",['nm0005734'],['nm0002353'],"['nm0169260', 'nm0423134']",,,,
2859,tt0088178,Stop Making Sense (1984),Stop Making Sense,1984,1984,['Documentary'],"['Documentary', 'Musical']","['Documentary', 'Music']",movie,['nm0001129'],['nm0848088'],"['nm0126154', 'nm0941600', 'nm0918569', 'nm0768796']",,,"['nm0923418', 'nm0291787', 'nm0365655']",['nm0324556'],,,,
2860,tt0181316,Blue Streak (1999),Blue Streak,1999,1999,['Comedy'],['Comedy'],"['Action', 'Comedy', 'Crime']",movie,['nm0562645'],"['nm1158243', 'nm0089824', 'nm0139461']","['nm0001454', 'nm0005561', 'nm0338886', 'nm0152638']",,,,"['nm0605775', 'nm0003993']",,,,
2861,tt0126916,For Love of the Game (1999),For Love of the Game,1999,1999,"['Comedy', 'Drama']","['Comedy', 'Drama']","['Drama', 'Romance', 'Sport']",movie,['nm0000600'],"['nm0787033', 'nm0828342']","['nm0000126', 'nm0000604']","['nm0000593', 'nm0540441']",,['nm0006231'],"['nm0077000', 'nm0732364']",,,,
2862,tt0080491,Caligula (1980),Caligula,1979,1979,['Drama'],['Drama'],"['Drama', 'History']",movie,['nm0000972'],"['nm0744017', 'nm0000683', 'nm0195148', 'nm0345579', 'nm0525319']","['nm0000532', 'nm0000564']","['nm0000545', 'nm0767930']",,,,,,,
2863,tt0058182,"Hard Day's Night, A (1964)",A Hard Day's Night,1964,1964,"['Comedy', 'Musical']","['Adventure', 'Comedy', 'Musical']","['Comedy', 'Musical']",movie,['nm0504513'],['nm0654079'],"['nm1397313', 'nm0006168', 'nm0005200', 'nm0365600', 'nm0823592']",,['nm0852405'],,['nm0791577'],['nm0433384'],,,
2864,tt0127296,Splendor (1999),Splendor,1999,1999,['Comedy'],['Comedy'],"['Comedy', 'Romance']",movie,['nm0000777'],['nm0137075'],"['nm0000628', 'nm0444832']","['nm0005370', 'nm0531808']",['nm0269860'],['nm0006171'],"['nm0110357', 'nm0427827']",,,,
2865,tt0173390,Sugar Town (1999),Sugar Town,1999,1999,['Comedy'],['Comedy'],"['Comedy', 'Music']",movie,"['nm0025978', 'nm0903717']",,"['nm0852616', 'nm0220735', 'nm0447337']",['nm2388660'],['nm0076877'],['nm0458860'],['nm0368477'],['nm0276568'],,,
2866,tt0077280,"Buddy Holly Story, The (1978)",The Buddy Holly Story,1978,1978,['Drama'],['Drama'],"['Biography', 'Drama', 'Music']",movie,['nm0711114'],"['nm0842905', 'nm0325981', 'nm2021948']","['nm0000997', 'nm0835144', 'nm0001747', 'nm0417641']",,,['nm0006250'],['nm0061808'],,,,
2867,tt0089175,Fright Night (1985),Fright Night,1985,1985,"['Comedy', 'Horror']","['Comedy', 'Horror', 'Thriller']","['Fantasy', 'Horror', 'Thriller']",movie,['nm0276169'],,"['nm0001697', 'nm0706619', 'nm0001522']",['nm0000294'],['nm0452654'],['nm0006075'],['nm0415448'],['nm0079879'],['nm0214039'],,
2868,tt0097390,Fright Night Part II (1989),Fright Night Part 2,1988,1988,['Horror'],['Horror'],"['Comedy', 'Horror', 'Thriller']",movie,['nm0908890'],"['nm0276169', 'nm0582481', 'nm0854185']","['nm0706619', 'nm0001522']","['nm0511270', 'nm0138388']",,,"['nm0415448', 'nm0257176']",,,,
2869,tt0111342,"Separation, The (La Séparation) (1994)",La séparation,1994,1994,['Drama'],['Drama'],"['Drama', 'Romance']",movie,['nm0898603'],['nm0290425'],"['nm0000809', 'nm0221022']","['nm0001376', 'nm0895759']","['nm0756738', 'nm0003631', 'nm0630378']",,['nm0001945'],,,,
2870,tt0061385,Barefoot in the Park (1967),Barefoot in the Park,1967,1967,['Comedy'],['Comedy'],"['Comedy', 'Romance']",movie,['nm0757256'],['nm0800319'],"['nm0000602', 'nm0000964']","['nm0000404', 'nm0622450']",['nm0005766'],['nm0006126'],['nm0909259'],['nm0528995'],,,
2871,tt0068473,Deliverance (1972),Deliverance,1972,1972,"['Adventure', 'Thriller']","['Adventure', 'Drama', 'Thriller']","['Adventure', 'Drama', 'Thriller']",movie,['nm0000958'],['nm0225463'],"['nm0000685', 'nm0000608', 'nm0000885', 'nm0001074']",,['nm0005936'],,,['nm0697371'],,,
2872,tt0082348,Excalibur (1981),Excalibur,1981,1981,"['Action', 'Drama', 'Fantasy', 'Romance']","['Adventure', 'Fantasy']","['Adventure', 'Drama', 'Fantasy']",movie,['nm0000958'],"['nm0540627', 'nm0657853']","['nm0856050', 'nm0165551']","['nm0000545', 'nm0526724']",['nm0004287'],['nm0002303'],,['nm0581424'],,,
2873,tt0125879,Lulu on the Bridge (1998),Lulu on the Bridge,1998,1998,"['Drama', 'Mystery', 'Romance']","['Drama', 'Mystery', 'Romance']","['Drama', 'Music', 'Mystery']",movie,['nm0000808'],,"['nm0000172', 'nm0002057', 'nm0126384']",['nm0000227'],,"['nm0006251', 'nm0527099']","['nm0425169', 'nm0442080', 'nm0628226']",,,,
2874,tt0050814,"Pajama Game, The (1957)",The Pajama Game,1957,1957,['Comedy'],"['Comedy', 'Musical', 'Romance']","['Comedy', 'Drama', 'Musical']",movie,"['nm0007973', 'nm0002045']",['nm0084310'],"['nm0707251', 'nm0289376']","['nm0000013', 'nm0359776']",['nm0005889'],,,['nm0956155'],,,
2875,tt0108185,Sommersby (1993),Sommersby,1993,1993,"['Drama', 'Mystery', 'Romance']","['Drama', 'Mystery', 'Romance']","['Drama', 'Mystery', 'Romance']",movie,['nm0000750'],"['nm0449576', 'nm0897045', 'nm0140643', 'nm0583292', 'nm0787289']","['nm0000152', 'nm0280890', 'nm0920073']",['nm0000149'],,,,,,,
2876,tt0111419,Thumbelina (1994),Thumbelina,1994,1994,"['Animation', ""Children's""]","['Animation', 'Children', 'Fantasy']","['Animation', 'Family', 'Fantasy']",movie,"['nm0089940', 'nm0325776']",['nm0026153'],"['nm0408189', 'nm0174581']","['nm0072533', 'nm0176904']",,"['nm0743919', 'nm0005180']",['nm0690112'],,,,
2877,tt0073812,Tommy (1975),Tommy,1975,1975,"['Drama', 'Musical']",['Musical'],"['Drama', 'Musical']",movie,['nm0001692'],"['nm1277963', 'nm0870175', 'nm0258200', 'nm0007127']","['nm0002032', 'nm0001657', 'nm0005056']",['nm0000268'],,,['nm0830164'],,,,
2878,tt0082511,Hell Night (1981),Hell Night,1981,1981,['Horror'],['Horror'],"['Horror', 'Thriller']",movie,['nm0221265'],['nm0271098'],"['nm0887701', 'nm0059228', 'nm0112403']",['nm0000304'],,['nm0943831'],"['nm0193275', 'nm0003275', 'nm0944748']",,,,
2879,tt0099558,Operation Condor (Feiying gaiwak) (1990),Operation Condor,1991,1991,"['Action', 'Adventure', 'Comedy']","['Action', 'Adventure', 'Comedy']","['Action', 'Adventure', 'Comedy']",movie,,['nm0849282'],['nm0000329'],"['nm0155546', 'nm0167938', 'nm0407453']",['nm0938939'],"['nm0044951', 'nm0006059', 'nm0704979']",['nm0387337'],,,,
2880,tt0099558,Operation Condor 2 (Longxiong hudi) (1990),Operation Condor,1991,1991,"['Action', 'Adventure', 'Comedy']","['Action', 'Adventure', 'Comedy']","['Action', 'Adventure', 'Comedy']",movie,,['nm0849282'],['nm0000329'],"['nm0155546', 'nm0167938', 'nm0407453']",['nm0938939'],"['nm0044951', 'nm0006059', 'nm0704979']",['nm0387337'],,,,
2881,tt0150377,Double Jeopardy (1999),Double Jeopardy,1999,1999,"['Action', 'Thriller']","['Action', 'Crime', 'Drama', 'Thriller']","['Crime', 'Drama', 'Mystery']",movie,['nm0000915'],"['nm0918711', 'nm0177018']","['nm0000169', 'nm0339304', 'nm0918573']",['nm0000171'],['nm0416824'],['nm0002934'],['nm0325252'],,,,
2882,tt0120716,Jakob the Liar (1999),Jakob the Liar,1999,1999,['Drama'],['Drama'],"['Drama', 'War']",movie,['nm0440914'],"['nm0065475', 'nm0213939']","['nm0000245', 'nm0050268']","['nm0853364', 'nm0407285']",,['nm0790481'],"['nm0353187', 'nm0931265']",,,,
2883,tt0140397,Mumford (1999),Mumford,1999,1999,['Comedy'],"['Comedy', 'Drama']","['Comedy', 'Drama']",movie,['nm0001410'],,"['nm0000363', 'nm0005134']","['nm0204706', 'nm0005569']",['nm0179697'],['nm0006133'],['nm0645795'],"['nm0826119', 'nm0514746']",,,
2884,tt0129884,Dog Park (1998),Dog Park,1998,1998,"['Comedy', 'Romance']","['Comedy', 'Romance']","['Comedy', 'Romance']",movie,['nm0567126'],,['nm0005561'],"['nm0000449', 'nm0005370', 'nm0000413']",['nm0538610'],"['nm0065100', 'nm0636103']",['nm0146889'],['nm0118665'],,,
2885,tt0160338,Guinevere (1999),Guinevere,1999,1999,"['Drama', 'Romance']","['Drama', 'Romance']","['Drama', 'Romance']",movie,['nm0920108'],,['nm0001653'],"['nm0001631', 'nm0005443', 'nm0000153']",['nm0591665'],['nm0065100'],"['nm0454908', 'nm0922919']",['nm0233827'],,,
2886,tt0159421,"Adventures of Elmo in Grouchland, The (1999)",The Adventures of Elmo in Grouchland,1999,1999,"[""Children's"", 'Comedy']","['Children', 'Comedy']","['Adventure', 'Comedy', 'Family']",movie,['nm0357143'],"['nm0471233', 'nm0563505']","['nm0165159', 'nm0001597']","['nm0001853', 'nm0544448']",,['nm0002201'],"['nm0435862', 'nm0734318']",,,,
2887,tt0168172,Simon Sez (1999),Simon Sez,1999,1999,['Drama'],"['Action', 'Comedy']","['Action', 'Comedy']",movie,['nm0253106'],"['nm0224537', 'nm0169733', 'nm0587884', 'nm0523198']","['nm0005379', 'nm0176981', 'nm0684124', 'nm0365244']",,,['nm0003911'],,,,,
2888,tt0164114,Drive Me Crazy (1999),Drive Me Crazy,1999,1999,"['Comedy', 'Romance']","['Comedy', 'Romance']","['Comedy', 'Drama', 'Romance']",movie,['nm0776271'],"['nm0833510', 'nm0859432']","['nm0004978', 'nm0004834', 'nm0582420']",['nm0004997'],,['nm0447595'],"['nm0570462', 'nm0732364']",,,,
2889,tt0134618,"Mystery, Alaska (1999)","Mystery, Alaska",1999,1999,['Comedy'],"['Comedy', 'Drama']","['Comedy', 'Drama', 'Sport']",movie,['nm0005366'],"['nm0005082', 'nm0639944']","['nm0000128', 'nm0000608', 'nm0000279']",['nm0005203'],['nm0005687'],['nm0001980'],['nm0049920'],,,,
2890,tt0120188,Three Kings (1999),Three Kings,1999,1999,"['Drama', 'War']","['Action', 'Adventure', 'Comedy', 'Drama', 'War']","['Action', 'Adventure', 'Comedy']",movie,['nm0751102'],['nm0725983'],"['nm0000123', 'nm0000242', 'nm0001084', 'nm0005069']",,,['nm0001980'],"['nm0432625', 'nm0568093', 'nm0746273']",,,,
2891,tt0162360,"Happy, Texas (1999)","Happy, Texas",1999,1999,['Comedy'],['Comedy'],"['Comedy', 'Crime', 'Romance']",movie,['nm0407842'],"['nm0831847', 'nm0716277']","['nm0000562', 'nm0001872', 'nm0000513']",['nm0001824'],['nm0424681'],['nm0365193'],['nm0599905'],,,,
2892,tt0133122,New Rose Hotel (1998),New Rose Hotel,1998,1998,"['Action', 'Drama']","['Action', 'Drama']","['Drama', 'Mystery', 'Sci-Fi']",movie,['nm0001206'],"['nm0317218', 'nm0957631']","['nm0000686', 'nm0000353']","['nm0000782', 'nm0001711']",['nm0004302'],['nm0195997'],['nm0696299'],,,,
2893,tt0134033,Plunkett & MaCleane (1999),Plunkett & Macleane,1999,1999,"['Action', 'Drama']","['Action', 'Adventure', 'Drama']","['Action', 'Adventure', 'Comedy']",movie,['nm0779265'],"['nm0731570', 'nm0905498', 'nm0701031', 'nm0571650']","['nm0001015', 'nm0001538', 'nm0731869', 'nm0832792']",,,,['nm0079677'],,,,
2894,tt0194314,Romance (1999),Romance,1999,1999,"['Drama', 'Romance']","['Drama', 'Romance']","['Drama', 'Romance']",movie,['nm0106924'],,"['nm0836683', 'nm0075710', 'nm0797382']",['nm0239764'],['nm0002187'],"['nm0862724', 'nm0884162']",['nm0503276'],['nm0347071'],,,
2895,tt0068990,Napoleon and Samantha (1972),Napoleon and Samantha,1972,1972,['Adventure'],"['Adventure', 'Drama']","['Adventure', 'Drama']",movie,['nm0568535'],['nm0706296'],"['nm0000140', 'nm0924278', 'nm0002095']",['nm0000149'],['nm0039477'],['nm0048301'],['nm0382548'],['nm0821338'],,,
2896,tt0060095,Alvarez Kelly (1966),Alvarez Kelly,1966,1966,['Western'],['Western'],['Western'],movie,['nm0229424'],"['nm0168759', 'nm0036433', 'nm0850168']","['nm0000034', 'nm0001847', 'nm0641929']",['nm0750023'],,['nm0338004'],['nm0797012'],,,,
2897,tt0087188,And the Ship Sails On (E la nave va) (1984),And the Ship Sails On,1983,1983,"['Comedy', 'War']","['Comedy', 'War']","['Drama', 'History', 'Music']",movie,['nm0000019'],['nm0346096'],"['nm0428086', 'nm0688999', 'nm0148149']",['nm0420266'],['nm0005850'],['nm0687157'],['nm0188053'],['nm0557870'],,,
2898,tt0106664,"Dark Half, The (1993)",The Dark Half,1993,1993,"['Horror', 'Mystery']","['Horror', 'Mystery']","['Horror', 'Mystery', 'Thriller']",movie,['nm0001681'],['nm0000175'],"['nm0000459', 'nm0740264']","['nm0001496', 'nm0364915']",['nm0682503'],['nm0002366'],['nm0049888'],['nm0117779'],,,
2899,tt0031397,Gulliver's Travels (1939),Gulliver's Travels,1939,1939,"['Adventure', 'Animation', ""Children's""]","['Adventure', 'Animation', 'Children']","['Adventure', 'Animation', 'Comedy']",movie,"['nm0396043', 'nm0281487', 'nm0101466', 'nm0130725', 'nm0186276', 'nm0377431']",,"['nm0743595', 'nm0173416', 'nm0397175']",['nm0236756'],,,,,,,
2900,tt0095652,Monkey Shines (1988),Monkey Shines: An Experiment In Fear,1988,1988,"['Horror', 'Sci-Fi']","['Horror', 'Sci-Fi']","['Drama', 'Horror', 'Sci-Fi']",movie,['nm0001681'],['nm0829664'],"['nm0000892', 'nm0659601']","['nm0573896', 'nm0887696']",['nm0176448'],['nm0006288'],['nm0262622'],['nm0117779'],,,
2901,tt0079714,Phantasm (1979),Phantasm,1979,1979,"['Horror', 'Sci-Fi']","['Horror', 'Sci-Fi']","['Horror', 'Sci-Fi']",movie,['nm0181741'],,"['nm0049853', 'nm0861332', 'nm0052410']",['nm0504477'],,"['nm0006208', 'nm0780472']",['nm0181740'],,['nm0181742'],,
2902,tt0086154,Psycho II (1983),Psycho II,1983,1983,"['Horror', 'Thriller']","['Horror', 'Mystery', 'Thriller']","['Crime', 'Horror', 'Mystery']",movie,['nm0002207'],"['nm0276169', 'nm0088645']","['nm0000578', 'nm0005162']","['nm0587256', 'nm0000672']",['nm0005678'],['nm0000025'],['nm0337906'],,,,
2903,tt0091799,Psycho III (1986),Psycho III,1986,1986,"['Horror', 'Thriller']","['Horror', 'Thriller']","['Horror', 'Mystery', 'Thriller']",movie,,"['nm0688279', 'nm0088645']","['nm0000578', 'nm0001194']","['nm0769311', 'nm0561809']",['nm0839732'],['nm0001980'],['nm0337906'],['nm0088340'],,,
2904,tt0023369,Rain (1932),Rain,1932,1932,['Drama'],['Drama'],['Drama'],movie,['nm0587277'],"['nm0173303', 'nm0709888', 'nm0560857', 'nm0027173']","['nm0404158', 'nm0397300', 'nm0376698']",['nm0001076'],,['nm0000055'],,,,,
2905,tt0056443,Sanjuro (1962),Sanjuro,1962,1962,"['Action', 'Adventure']","['Action', 'Adventure', 'Drama']","['Action', 'Comedy', 'Crime']",movie,['nm0000041'],"['nm0452878', 'nm0644823', 'nm0945491']","['nm0001536', 'nm0619938', 'nm0462013', 'nm0411770']",,,['nm0766496'],['nm0849083'],,,,
2906,tt0156934,Random Hearts (1999),Random Hearts,1999,1999,"['Drama', 'Romance']","['Drama', 'Romance']","['Drama', 'Mystery', 'Romance']",movie,['nm0001628'],"['nm0012258', 'nm0690431', 'nm0525104']","['nm0000148', 'nm0001165']","['nm0000218', 'nm0001372']",,['nm0006115'],['nm0694230'],,,,
2907,tt0167427,Superstar (1999),Superstar,1999,1999,['Comedy'],['Comedy'],"['Comedy', 'Romance']",movie,['nm0567126'],['nm0466175'],"['nm0002071', 'nm0005558']","['nm0788340', 'nm0005006']",['nm0516162'],['nm0330759'],['nm0584427'],['nm0132695'],,,
