ml_id,imdb_id,ml_title,imdb_title,ml_year,imdb_year,ml_genres,imdb_genres,director,writer,actor,actress,cinematographer,composer,producer,editor,production_designer,archive_footage,archive_sound
1447,tt0106537,Century (1993),Century,1993,1993,['Drama'],"['Drama', 'Romance']",['nm0689081'],,"['nm0001097', 'nm0654110', 'nm0827137']",['nm0001669'],['nm0831278'],['nm0002658'],"['nm0681762', 'nm0681763']",['nm0662857'],,,
1448,tt0107471,My Favorite Season (1993),My Favorite Season,1996,1993,['Drama'],"['Drama', 'Romance']",['nm0029242'],['nm0094726'],"['nm0000809', 'nm0100440']","['nm0000366', 'nm0897811']",['nm0005636'],['nm0006271'],['nm0764963'],['nm0320344'],,,
1449,tt0048473,Pather Panchali (1955),Pather Panchali,1996,1955,['Drama'],['Drama'],['nm0006249'],['nm0051808'],"['nm0052333', 'nm0052343']","['nm0052334', 'nm0222447']",['nm0593970'],['nm0788170'],,['nm0244891'],['nm0151519'],,
1450,tt0039428,Golden Earrings (1947),Golden Earrings,1947,1947,"['Adventure', 'Romance']","['Adventure', 'Romance', 'War']",['nm0500552'],"['nm0689796', 'nm0124918', 'nm0222079', 'nm0284079']","['nm0001537', 'nm0904531', 'nm0504423']",['nm0000017'],,,['nm0876223'],,,,
1451,tt0032484,Foreign Correspondent (1940),Foreign Correspondent,1940,1940,['Thriller'],"['Action', 'Romance', 'Thriller']",['nm0000033'],"['nm0372942', 'nm0071657', 'nm0365661', 'nm0385264', 'nm0070361']","['nm0566948', 'nm0003339', 'nm0001695']",['nm0206478'],,,,,,,
1452,tt0036094,Lady of Burlesque (1943),Lady of Burlesque,1943,1943,"['Comedy', 'Mystery']","['Comedy', 'Music', 'Mystery']",['nm0920074'],"['nm0497346', 'nm0344631']","['nm0642671', 'nm0111297']","['nm0001766', 'nm0012441']",['nm0002568'],['nm0486075'],['nm0834898'],,,,
1453,tt0038300,Angel on My Shoulder (1946),Angel on My Shoulder,1946,1946,"['Crime', 'Drama']","['Adventure', 'Comedy', 'Fantasy']",['nm0562845'],"['nm0781895', 'nm0452134']","['nm0612847', 'nm0001647', 'nm0828668']",['nm0000879'],['nm0005913'],['nm0006323'],['nm0736781'],,,,
1454,tt0039152,Angel and the Badman (1947),Angel and the Badman,1947,1947,['Western'],"['Romance', 'Western']",['nm0335455'],,"['nm0000078', 'nm0002503', 'nm0127677']",['nm0751149'],['nm0005887'],['nm0006119'],,['nm0445650'],['nm0270404'],,
1455,tt0036241,"Outlaw, The (1943)",The Outlaw,1943,1943,['Western'],"['Comedy', 'Drama', 'Romance']","['nm0400652', 'nm0001328']","['nm0299154', 'nm0372942']","['nm0119302', 'nm0593775', 'nm0404158']",['nm0000066'],['nm0005904'],['nm0000082'],,,,,
1456,tt0046414,Beat the Devil (1954),Beat the Devil,1954,1953,"['Comedy', 'Drama']","['Action', 'Adventure', 'Comedy']",['nm0001379'],"['nm0375900', 'nm0001986', 'nm0892044', 'nm0896830']","['nm0000007', 'nm0605923']","['nm0428354', 'nm0518178']",,['nm0006187'],,,,,
1457,tt0116928,Love Is All There Is (1996),Love Is All There Is,1996,1996,"['Comedy', 'Drama']","['Comedy', 'Romance']",['nm0853041'],"['nm0093232', 'nm0000636', 'nm0006585']","['nm0000649', 'nm0004767']","['nm0443577', 'nm0000324']",,['nm0063618'],['nm0440990'],,,,
1458,tt0028757,"Damsel in Distress, A (1937)",A Damsel in Distress,1937,1937,"['Comedy', 'Musical', 'Romance']","['Comedy', 'Music', 'Romance']",['nm0828419'],"['nm0938439', 'nm0937289', 'nm0067308', 'nm0656039', 'nm0491076']","['nm0000001', 'nm0122675']","['nm0020555', 'nm0000021']",,,,,,,
1459,tt0113731,Madame Butterfly (1995),Madame Butterfly,1996,1995,['Musical'],"['Drama', 'Music']",['nm0594158'],"['nm0316044', 'nm0407794']","['nm0873878', 'nm0184618']","['nm2662404', 'nm0508651']",['nm0920623'],,"['nm0053560', 'nm0869099']",,,,
1460,tt0114472,Sleepover (1995),Sleepover,1996,1995,"['Comedy', 'Drama']",['Drama'],['nm0006835'],,['nm0016275'],"['nm2126392', 'nm0058162', 'nm2168705']","['nm0045202', 'nm0606809']",['nm0118623'],['nm0573606'],,['nm0075645'],,
1461,tt0026465,Here Comes Cookie (1935),Here Comes Cookie,1935,1935,['Comedy'],"['Comedy', 'Music']",['nm0572851'],"['nm0366942', 'nm0591791']","['nm0122675', 'nm0053616']","['nm0020555', 'nm0299026']",['nm0913084'],,['nm0495461'],,,,
1462,tt0118100,"Thieves (Voleurs, Les) (1996)",Thieves,1996,1996,"['Crime', 'Drama', 'Romance']","['Crime', 'Drama', 'Romance']",['nm0029242'],"['nm0851522', 'nm0018875', 'nm0094726']","['nm0000809', 'nm0536095']","['nm0000366', 'nm0194759']",,['nm0006271'],['nm0764963'],,,,
1463,tt0118764,"Boys, Les (1997)",Les Boys,1997,1997,['Comedy'],"['Comedy', 'Drama', 'Sport']",['nm0768597'],['nm0288473'],"['nm0582126', 'nm0320721', 'nm0399088', 'nm0862400']",,['nm0105701'],['nm0002934'],"['nm0332161', 'nm0864015']",,,,
1464,tt0114534,"Stars Fell on Henrietta, The (1995)",The Stars Fell on Henrietta,1995,1995,['Drama'],['Drama'],['nm0005077'],['nm0706882'],"['nm0000380', 'nm0001644', 'nm0001133']",['nm0004920'],['nm0839732'],['nm0072241'],"['nm0000142', 'nm0883603']",,,,
1465,tt0113612,Last Summer in the Hamptons (1995),Last Summer in the Hamptons,1995,1995,"['Comedy', 'Drama']","['Comedy', 'Drama']",['nm0415617'],,['nm0047976'],"['nm0289439', 'nm0511798', 'nm0099029']",['nm0005643'],,['nm0938482'],,,,
1466,tt0113774,Margaret's Museum (1995),Margaret's Museum,1995,1995,['Drama'],['Drama'],['nm0710372'],"['nm0192996', 'nm0923303']","['nm0751085', 'nm0646241']","['nm0000307', 'nm0625075']",,,"['nm0537168', 'nm0164626', 'nm0524008']",,,,
1467,tt0108026,"Saint of Fort Washington, The (1993)",The Saint of Fort Washington,1993,1993,['Drama'],['Drama'],['nm0006853'],['nm0450361'],"['nm0000418', 'nm0000369', 'nm0043173']",['nm0797151'],['nm0005695'],['nm0006133'],"['nm0404888', 'nm0681802']",,,,
1468,tt0112757,"Cure, The (1995)",The Cure,1995,1995,['Drama'],['Drama'],['nm0005022'],['nm0002675'],"['nm0001515', 'nm0000605', 'nm0250643']",['nm0294070'],['nm0227842'],['nm0006115'],"['nm0121117', 'nm0252140']",,,,
1469,tt0112302,Tom and Huck (1995),Tom and Huck,1995,1995,"['Adventure', ""Children's""]","['Adventure', 'Comedy', 'Drama']",['nm0382072'],"['nm0878494', 'nm0814085', 'nm0521739']","['nm0001795', 'nm0000605', 'nm0734236', 'nm0777760']",,,,"['nm0548257', 'nm0049689']",,,,
1470,tt0113234,Gumby: The Movie (1995),Gumby: The Movie,1995,1995,"['Animation', ""Children's""]","['Adventure', 'Animation', 'Comedy']",,,"['nm0268428', 'nm0167029', 'nm0478433']",['nm0167030'],,['nm3421015'],,"['nm0566359', 'nm0828994']",,,
1471,tt0113303,Hideaway (1995),Hideaway,1995,1995,['Thriller'],"['Fantasy', 'Horror', 'Thriller']",['nm0502577'],"['nm0465588', 'nm0001825', 'nm0422791']","['nm0000156', 'nm0005438']","['nm0001441', 'nm0000224']",,,"['nm1941895', 'nm0046416']",,,,
1472,tt0108500,"Visitors, The (Visiteurs, Les) (1993)",The Visitors,1996,1993,"['Comedy', 'Sci-Fi']","['Comedy', 'Fantasy']",['nm0688585'],,"['nm0002010', 'nm0000606']","['nm0501256', 'nm0154707']",['nm0494444'],['nm0505438'],['nm0856176'],['nm0445398'],['nm0864371'],,
1473,tt0031580,"Little Princess, The (1939)",The Little Princess,1939,1939,"[""Children's"", 'Drama']","['Comedy', 'Drama', 'Family']","['nm0485943', 'nm0782682']","['nm0384248', 'nm0274923', 'nm0122364']","['nm0338901', 'nm0402842']","['nm0000073', 'nm0521937']",['nm0587926'],,,,,,
1474,tt0110671,Nina Takes a Lover (1994),Nina Takes a Lover,1994,1994,"['Comedy', 'Romance']","['Comedy', 'Romance']",['nm0414312'],,"['nm0722631', 'nm0001574']","['nm0000624', 'nm0174192']",['nm0005824'],['nm0091250'],['nm0379595'],['nm0638340'],['nm0208382'],,
1475,tt0106408,Bhaji on the Beach (1993),Bhaji on the Beach,1993,1993,"['Comedy', 'Drama']","['Comedy', 'Drama']",['nm0149446'],['nm0842934'],"['nm0363167', 'nm0475988']","['nm0900012', 'nm0451045']",,"['nm0699192', 'nm0022903', 'nm1971705']",['nm0550691'],,,,
1476,tt0040723,Raw Deal (1948),Raw Deal,1948,1948,['Film-Noir'],"['Crime', 'Drama', 'Film-Noir']",['nm0542649'],"['nm0040852', 'nm0383421', 'nm0035615', 'nm0039022']","['nm0641454', 'nm0409869']","['nm0872456', 'nm0402554']",,['nm0006275'],,,,,
1477,tt0119791,Nightwatch (1997),Nightwatch,1997,1997,"['Horror', 'Thriller']","['Drama', 'Horror', 'Thriller']",['nm0097079'],['nm0001752'],"['nm0000191', 'nm0000560', 'nm0026687']",['nm0262528'],['nm0491565'],['nm0389996'],['nm0643190'],['nm0579673'],,,
1478,tt0112819,Dead Presidents (1995),Dead Presidents,1995,1995,"['Action', 'Crime', 'Drama']","['Action', 'Crime', 'Drama']","['nm0400436', 'nm0400441']","['nm0114285', 'nm1088323']","['nm0005478', 'nm0202966', 'nm0000676', 'nm0135585']",,,['nm0000384'],['nm1428229'],,,,
1479,tt0114241,Reckless (1995),Reckless,1995,1995,['Comedy'],"['Comedy', 'Drama', 'Fantasy']",['nm0720000'],['nm0524108'],"['nm0001282', 'nm0373840']","['nm0001201', 'nm0057546']",['nm0005695'],['nm0006059'],['nm0442080'],['nm0073490'],,,
1480,tt0071607,Herbie Rides Again (1974),Herbie Rides Again,1974,1974,"['Adventure', ""Children's"", 'Comedy']","['Comedy', 'Family', 'Fantasy']",['nm0829038'],"['nm0909556', 'nm0119423']","['nm0077607', 'nm0570615']","['nm0371040', 'nm0694619']",['nm0680402'],['nm0005980'],,['nm0911307'],,,
1481,tt0111048,S.F.W. (1994),S.F.W.,1994,1994,['Drama'],"['Comedy', 'Drama']",['nm0506461'],"['nm0920042', 'nm0748035']","['nm0001151', 'nm0000998']","['nm0000702', 'nm0000725']",['nm0005687'],['nm0006251'],['nm0689645'],,,,
1482,tt0113147,"Gate of Heavenly Peace, The (1995)",The Gate of Heavenly Peace,1996,1995,['Documentary'],"['Documentary', 'News']",['nm0330544'],"['nm1471741', 'nm0189749']",['nm0752051'],"['nm2407319', 'nm0385971']",,['nm1495992'],"['nm0468421', 'nm0770735', 'nm0946659']",,,,
1483,tt0120744,"Man in the Iron Mask, The (1998)",The Man in the Iron Mask,1998,1998,"['Action', 'Drama', 'Romance']","['Action', 'Adventure', 'Drama']",['nm0908824'],['nm0241416'],"['nm0000138', 'nm0000460', 'nm0000518', 'nm0000367']",,['nm0005893'],['nm0322684'],['nm0809833'],['nm0398343'],,,
1484,tt0110189,"Jerky Boys, The (1994)",The Jerky Boys,1994,1995,"['Action', 'Comedy']","['Comedy', 'Crime']",['nm0577849'],['nm0929186'],"['nm0107322', 'nm0436379', 'nm0000273', 'nm0382676']",,['nm0825336'],['nm0627673'],"['nm0083696', 'nm0005387']",,,,
1485,tt0109454,"Colonel Chabert, Le (1994)",Colonel Chabert,1994,1994,"['Drama', 'Romance', 'War']","['Drama', 'History', 'Romance']",['nm0002174'],"['nm0181924', 'nm0481413', 'nm0051304']","['nm0000367', 'nm0524528', 'nm0244707']",['nm0000272'],['nm0005781'],,['nm0515201'],,,,
1486,tt0113173,Girl in the Cadillac (1995),Girl in the Cadillac,1995,1995,['Drama'],"['Adventure', 'Crime', 'Drama']",['nm0686884'],"['nm0128906', 'nm0912889']","['nm0001530', 'nm0503627', 'nm0001069']",['nm0000143'],['nm0775262'],['nm0762863'],['nm0046389'],,,,
1487,tt0106834,Even Cowgirls Get the Blues (1993),Even Cowgirls Get the Blues,1993,1993,"['Comedy', 'Romance']","['Comedy', 'Drama', 'Romance']",['nm0001814'],['nm0730478'],['nm0001552'],"['nm0000235', 'nm0000966', 'nm0001141']",,"['nm0591413', 'nm0485807']","['nm0662435', 'nm0680599']",,,,
1488,tt0107002,Germinal (1993),Germinal,1993,1993,['Drama'],"['Drama', 'Romance']",['nm0001945'],"['nm0486624', 'nm0957652']","['nm0719200', 'nm0000367', 'nm0138405']",['nm0591877'],['nm0002174'],['nm0740681'],,['nm0217959'],,,
1489,tt0109403,Chasers (1994),Chasers,1994,1994,['Comedy'],"['Action', 'Comedy', 'Drama']",['nm0000454'],"['nm0061337', 'nm0723468', 'nm0319659']","['nm0000297', 'nm0001530', 'nm0000417']",['nm0000143'],,['nm0027283'],['nm0732708'],,,,
1490,tt0106878,Fausto (1993),À la mode,1993,1993,['Comedy'],['Comedy'],['nm0239822'],['nm0605196'],"['nm0383287', 'nm0946179', 'nm0369666']",['nm0201151'],['nm0480740'],['nm3157569'],"['nm0202339', 'nm0288329']",,,,
1491,tt0114706,Tough and Deadly (1995),Tough and Deadly,1995,1995,"['Action', 'Drama', 'Thriller']","['Action', 'Drama', 'Thriller']",['nm0000712'],['nm0694869'],"['nm0087593', 'nm0684929', 'nm0636280', 'nm0434739']",,['nm0730586'],['nm0452277'],['nm0813284'],['nm0449444'],,,
1492,tt0110719,Window to Paris (1994),Window to Paris,1994,1993,['Comedy'],"['Comedy', 'Drama', 'Fantasy']","['nm0541098', 'nm0863021']","['nm0889564', 'nm0500407', 'nm0592483', 'nm0845352']","['nm0233107', 'nm3739234']","['nm0814718', 'nm0882267']",,,,,,,
1493,tt0113839,"Modern Affair, A (1995)",A Modern Affair,1996,1995,['Romance'],"['Comedy', 'Drama', 'Romance']",['nm0643043'],['nm0956766'],"['nm0526986', 'nm0950144']","['nm0002059', 'nm0000715']",['nm0629907'],['nm0006122'],"['nm0916409', 'nm0929089']",,,,
1494,tt0110570,"Mostro, Il (1994)",The Monster,1996,1994,['Comedy'],"['Comedy', 'Crime', 'Mystery']",,['nm0148437'],"['nm0000905', 'nm0003508']","['nm0000971', 'nm0491763']",['nm0005688'],['nm8008138'],['nm0040941'],"['nm0292338', 'nm0052849']",,,
1495,tt0113080,Flirt (1995),Flirt,1996,1995,['Drama'],"['Drama', 'Romance']",['nm0001325'],,"['nm0042488', 'nm0121559', 'nm0233027']",['nm0319826'],['nm0818785'],['nm0852563'],['nm0394046'],['nm0358172'],['nm0002843'],,
1496,tt0115836,Carpool (1996),Carpool,1996,1996,"['Comedy', 'Crime']",['Comedy'],['nm0002137'],['nm0722610'],"['nm0000792', 'nm0001601', 'nm0001768']",['nm0674231'],['nm0909607'],['nm0002201'],"['nm0586969', 'nm0622296']",,,,
1497,tt0116886,"Line King: Al Hirschfeld, The (1996)",The Line King: The Al Hirschfeld Story,1996,1996,['Documentary'],"['Biography', 'Documentary']",['nm0238743'],,,,"['nm0088822', 'nm1305063']",,,['nm0180730'],,,
1498,tt0113031,Farmer & Chase (1995),Farmer & Chase,1997,1997,['Comedy'],['Comedy'],['nm0782739'],,"['nm0276062', 'nm0001262', 'nm0434467']",['nm0001223'],['nm0539437'],['nm0766983'],['nm0436101'],['nm0921239'],['nm0293373'],,
1499,tt0109942,Grosse Fatigue (1994),Dead Tired,1994,1994,['Comedy'],['Comedy'],,"['nm0088397', 'nm0002191']","['nm0003508', 'nm0634159']","['nm0000962', 'nm0001929']",['nm0785381'],['nm0082998'],['nm0869099'],['nm0599958'],,,
1500,tt0117550,Santa with Muscles (1996),Santa with Muscles,1996,1996,['Comedy'],['Comedy'],['nm0613981'],"['nm0093965', 'nm0558001', 'nm0713244']","['nm0001356', 'nm0823155', 'nm0606541']",['nm0193495'],,['nm0184401'],['nm0795970'],,,,
1501,tt0116754,Prisoner of the Mountains (Kavkazsky Plennik) (1996),Prisoner of the Mountains,1997,1996,['War'],"['Drama', 'War']",['nm0091076'],"['nm0019732', 'nm0318851', 'nm0866243']","['nm0579823', 'nm0091074', 'nm0797703']",['nm0577277'],,,"['nm0469861', 'nm0146828']",,,,
1502,tt0110623,Naked in New York (1994),Naked in New York,1994,1993,"['Comedy', 'Romance']","['Comedy', 'Romance']",['nm0019341'],['nm0912889'],"['nm0000655', 'nm0001494']","['nm0000571', 'nm0001049']",['nm0287020'],['nm0000823'],['nm0957712'],['nm0659597'],,,
1503,tt0113188,Gold Diggers: The Secret of Bear Mountain (1995),Gold Diggers: The Secret of Bear Mountain,1995,1995,"['Adventure', ""Children's""]","['Adventure', 'Drama', 'Family']",['nm0229914'],['nm0322045'],['nm0450116'],"['nm0000207', 'nm0001043', 'nm0237164']",,['nm0006193'],"['nm0106840', 'nm0106841', 'nm0223383']",,,,
1504,tt0109255,"Bewegte Mann, Der (1994)",Maybe... Maybe Not,1996,1994,['Comedy'],['Comedy'],['nm0941811'],['nm0477910'],"['nm0001709', 'nm0473166', 'nm0065274']",['nm0726257'],['nm0005846'],['nm0108041'],['nm0251536'],['nm0003196'],,,
1505,tt0113542,Killer: A Journal of Murder (1995),Killer: A Journal of Murder,1996,1995,"['Crime', 'Drama']","['Biography', 'Crime', 'Drama']",['nm0582481'],"['nm0300532', 'nm0519001']","['nm0000249', 'nm0000494']","['nm0338746', 'nm0120648']",,['nm0006251'],"['nm0506070', 'nm0946003']",,,,
1506,tt0113947,Nelly & Monsieur Arnaud (1995),Nelly & Monsieur Arnaud,1996,1995,['Drama'],['Drama'],['nm0767110'],"['nm0276466', 'nm0880606']","['nm0785664', 'nm0000767']","['nm0000322', 'nm0618795']",['nm0732199'],['nm0006271'],['nm0764963'],,,,
1507,tt0117968,Three Lives and Only One Death (1996),Three Lives and Only One Death,1996,1996,['Comedy'],"['Comedy', 'Crime']",['nm0749914'],['nm0094726'],"['nm0000052', 'nm0693799']","['nm0302105', 'nm0004650']",['nm0532576'],['nm0005948'],['nm0104418'],['nm0917163'],,,
1508,tt0112438,"Babysitter, The (1995)",The Babysitter,1995,1995,"['Drama', 'Thriller']","['Drama', 'Thriller']",['nm0272704'],['nm0178518'],"['nm0518718', 'nm0000687']","['nm0000224', 'nm0307600']",['nm0098400'],['nm0226693'],"['nm0582111', 'nm0675305']",,,,
1509,tt0109891,Getting Even with Dad (1994),Getting Even with Dad,1994,1994,['Comedy'],"['Comedy', 'Crime', 'Family']",['nm0222043'],"['nm0662678', 'nm0421084']","['nm0000346', 'nm0001101', 'nm0007210']",['nm0000444'],,['nm0006108'],"['nm0307070', 'nm0414498']",,,,
1510,tt0116953,Mad Dog Time (1996),Mad Dog Time,1996,1996,['Crime'],"['Comedy', 'Crime', 'Drama']",['nm0084114'],,"['nm0689488', 'nm0798328', 'nm0000321', 'nm0000156']",,['nm0125809'],['nm0741355'],['nm0416648'],['nm0391431'],['nm0002969'],,
1511,tt0115886,Children of the Revolution (1996),Children of the Revolution,1997,1996,['Comedy'],"['Comedy', 'Drama', 'Romance']",['nm0242064'],,"['nm0000554', 'nm0000719', 'nm0746896']",['nm0001114'],['nm0569845'],['nm0922806'],['nm0583938'],['nm0553070'],['nm0285857'],,
1512,tt0052572,"World of Apu, The (Apur Sansar) (1959)",The World of Apu,1996,1959,['Drama'],['Drama'],['nm0006249'],['nm0051808'],"['nm0154164', 'nm0149845', 'nm0611575']",['nm0846616'],['nm0593970'],['nm0788170'],,['nm0244891'],['nm0151519'],,
1513,tt0120190,Sprung (1997),Sprung,1997,1997,['Comedy'],"['Comedy', 'Romance']",,['nm0779011'],"['nm0192090', 'nm0868957']","['nm0132896', 'nm0005294']",['nm0272857'],['nm0006010'],,['nm0111372'],['nm0288084'],,
1514,tt0119019,Dream With the Fishes (1997),Dream with the Fishes,1997,1997,['Drama'],"['Comedy', 'Drama']",['nm0852363'],['nm0113819'],"['nm0000274', 'nm0402358']","['nm0001550', 'nm0002062']",['nm0002420'],['nm0488644'],"['nm0825589', 'nm2294747']",,,,
1515,tt0114952,Wings of Courage (1995),Wings of Courage,1995,1995,"['Adventure', 'Romance']","['Adventure', 'Romance']",['nm0000269'],['nm0323708'],"['nm0001729', 'nm0001371', 'nm0000174']",['nm0001527'],['nm0005709'],['nm0001189'],"['nm0173974', 'nm0395573']",,,,
1516,tt0111709,"Wedding Gift, The (1994)",Wide-Eyed and Legless,1994,1993,['Drama'],"['Comedy', 'Crime', 'Drama']",['nm0518644'],"['nm0519273', 'nm0742768']",['nm0000980'],"['nm0910278', 'nm0386331', 'nm0859525']",['nm0001899'],['nm0870061'],['nm0489470'],,,,
1517,tt0117427,Race the Sun (1996),Race the Sun,1996,1996,['Drama'],"['Adventure', 'Comedy', 'Drama']",['nm0437659'],['nm0607454'],"['nm0000902', 'nm0402730', 'nm0000729']",['nm0000932'],['nm0122999'],['nm0006251'],['nm0381868'],['nm0108629'],,,
1518,tt0113691,Losing Isaiah (1995),Losing Isaiah,1995,1995,['Drama'],['Drama'],['nm0350455'],"['nm0546807', 'nm0284524']","['nm0000657', 'nm0000421']","['nm0001448', 'nm0000932']",['nm0005647'],['nm0006142'],['nm0462242'],,,,
1519,tt0113967,New Jersey Drive (1995),New Jersey Drive,1995,1995,"['Crime', 'Drama']","['Crime', 'Drama']",['nm0327064'],['nm0550194'],"['nm0179982', 'nm0144133', 'nm0825627']",['nm0569076'],['nm0453981'],['nm0085858'],"['nm0331606', 'nm0577134']",,,,
1520,tt0113043,"Fear, The (1995)",The Fear,1995,1995,['Horror'],['Horror'],['nm0730722'],"['nm0285858', 'nm0801314']","['nm0101485', 'nm0250436']","['nm0575977', 'nm0877183']",['nm0005739'],['nm0706534'],['nm0104631'],,,,
1521,tt0107613,Mr. Wonderful (1993),Mr. Wonderful,1993,1993,"['Comedy', 'Romance']","['Comedy', 'Romance']",['nm0005237'],"['nm0774856', 'nm0689778']","['nm0000369', 'nm0000458']","['nm0001711', 'nm0000571']",['nm0801005'],['nm0330759'],['nm0597229'],,,,
1522,tt0111488,Trial by Jury (1994),Trial by Jury,1994,1994,['Thriller'],"['Crime', 'Drama', 'Thriller']",['nm0332392'],['nm0441750'],"['nm0000800', 'nm0000321', 'nm0000458']",['nm0000695'],,['nm0005966'],"['nm0330428', 'nm0577560', 'nm0732708']",,,,
1523,tt0109920,"Good Man in Africa, A (1994)",A Good Man in Africa,1994,1994,"['Action', 'Adventure']",['Comedy'],['nm0000915'],['nm0101956'],"['nm0295506', 'nm0000125', 'nm0001475']",['nm0000695'],['nm0005647'],['nm0006047'],"['nm0275836', 'nm0850516']",,,,
1524,tt0110246,Kaspar Hauser (1993),Kaspar Hauser,1996,1993,['Drama'],"['Drama', 'History', 'Mystery']",['nm0782266'],,"['nm0252091', 'nm0759797', 'nm0167403']",['nm0856918'],['nm0005846'],['nm0541004'],['nm0583007'],['nm0359642'],['nm0773137'],,
1525,tt0120772,"Object of My Affection, The (1998)",The Object of My Affection,1998,1998,"['Comedy', 'Romance']","['Comedy', 'Drama', 'Romance']",['nm0405336'],"['nm0565522', 'nm0913715']",['nm0748620'],"['nm0000098', 'nm0733812', 'nm0136760']",['nm0822975'],['nm0006070'],['nm0548257'],,,,
1526,tt0090329,Witness (1985),Witness,1985,1985,"['Drama', 'Romance', 'Thriller']","['Crime', 'Drama', 'Romance']",['nm0001837'],"['nm0446015', 'nm0908807', 'nm0908620']","['nm0000148', 'nm0001305', 'nm0813977']",['nm0000534'],,['nm0003574'],['nm0271026'],,,,
1527,tt0120820,Senseless (1998),Senseless,1998,1998,['Comedy'],"['Comedy', 'Romance']",['nm0790715'],"['nm0258627', 'nm0563301']","['nm0005541', 'nm0005450', 'nm0000374']",['nm0779126'],['nm0645401'],['nm0087477'],['nm0387674'],,,,
1528,tt0119809,Nowhere (1997),Nowhere,1997,1997,['Drama'],"['Comedy', 'Drama', 'Sci-Fi']",['nm0000777'],,"['nm0001166', 'nm0079846']","['nm0874086', 'nm0557859']",['nm0807375'],,['nm0818304'],,['nm0004162'],,
1529,tt0114787,Underground (1995),Underground,1996,1995,['War'],"['Comedy', 'Drama', 'Fantasy']",['nm0001437'],['nm0468169'],"['nm0543547', 'nm0728476', 'nm0830371']",['nm0427066'],['nm0276803'],['nm0005975'],,['nm0148395'],['nm0459907'],,
1530,tt0113463,Jefferson in Paris (1995),Jefferson in Paris,1995,1995,['Drama'],"['Biography', 'Drama', 'History']",['nm0412465'],['nm0695609'],['nm0000560'],"['nm0000627', 'nm0000569', 'nm0258251']",['nm0005774'],['nm0006442'],['nm0580337'],['nm0520641'],,,
1531,tt0113028,Far From Home: The Adventures of Yellow Dog (1995),Far from Home: The Adventures of Yellow Dog,1995,1995,"['Adventure', ""Children's""]","['Adventure', 'Family']",['nm0097491'],,"['nm0103038', 'nm0001117', 'nm0101005']",['nm0000211'],['nm1171129'],['nm0779346'],['nm0639404'],['nm0938485'],['nm0293081'],,
1532,tt0109828,Foreign Student (1994),Foreign Student,1994,1994,['Drama'],['Drama'],['nm0785011'],"['nm0479721', 'nm0583675']","['nm0389424', 'nm0002593']","['nm0002101', 'nm0005383']",['nm0223862'],['nm0006223'],['nm0004215'],,,,
1533,tt0106678,I Don't Want to Talk About It (De eso no se habla) (1993),I Don't Want to Talk About It,1993,1993,['Drama'],"['Drama', 'Romance']",['nm0069833'],"['nm0325529', 'nm0515783', 'nm0739325']",['nm0000052'],"['nm0104723', 'nm0687952', 'nm0089621']",,['nm0003607'],['nm0469696'],,,,
1534,tt0120394,Twin Town (1997),Twin Town,1997,1997,"['Comedy', 'Crime']","['Comedy', 'Drama']",['nm0020728'],['nm0243982'],"['nm0406974', 'nm0406975', 'nm0858755', 'nm0779084']",,['nm0558822'],['nm0859211'],['nm0563930'],['nm0653205'],,,
1535,tt0109731,"Enfer, L' (1994)",Torment,1994,1994,['Drama'],"['Crime', 'Drama', 'Thriller']",['nm0001031'],"['nm0167241', 'nm0275081', 'nm0480257']","['nm0167388', 'nm0932870']","['nm0000322', 'nm0136597']",,['nm0149347'],['nm0439767'],,,,
1536,tt0109066,Aiqing wansui (1994),Vive L'Amour,1996,1994,['Drama'],['Drama'],['nm0158857'],"['nm0874642', 'nm0946040']","['nm0150940', 'nm0497642']","['nm0945992', 'nm0523717']",['nm0508684'],,"['nm0161230', 'nm0398836']",,,,
1537,tt0115951,Cosi (1996),Cosi,1997,1996,['Comedy'],"['Comedy', 'Drama', 'Music']",['nm0423623'],['nm0637491'],"['nm0578853', 'nm0653222']","['nm0001057', 'nm0341737']",['nm0752531'],['nm0006059'],"['nm0107385', 'nm0925524']",,,,
1538,tt0118586,All Over Me (1997),All Over Me,1997,1997,['Drama'],"['Crime', 'Drama', 'Romance']",['nm0796357'],['nm0796359'],"['nm0369513', 'nm0190497']","['nm0284315', 'nm0836964']",['nm0220865'],"['nm0354157', 'nm0623068']",['nm0355502'],,,,
1539,tt0106379,Being Human (1993),Being Human,1993,1994,['Drama'],"['Comedy', 'Drama']",['nm0287025'],,"['nm0000245', 'nm0001806']","['nm0402901', 'nm0425788']",['nm0183533'],['nm0002658'],"['nm0171348', 'nm0701298']",['nm0003920'],,,
1540,tt0112342,"Amazing Panda Adventure, The (1995)",The Amazing Panda Adventure,1995,1995,"['Adventure', ""Children's""]","['Adventure', 'Drama', 'Family']",['nm0128883'],"['nm0928230', 'nm0020163', 'nm0745087', 'nm0253214']","['nm0002332', 'nm0805429', 'nm0270505']",['nm0227629'],,,['nm0287811'],,,,
1541,tt0109226,"Beans of Egypt, Maine, The (1994)","The Beans of Egypt, Maine",1994,1994,['Drama'],['Drama'],['nm0912874'],"['nm0161536', 'nm0680250']","['nm0000442', 'nm0569011']","['nm0000588', 'nm0001488']",['nm0488377'],['nm0732974'],['nm0375383'],,,,
